Element,Item,Year,Unit,Consumption Value,Import Quantity Value,Export Quantity Value,Population
Tourist consumption,"Meat, chicken, canned",2015,tonnes,,,,
Tourist consumption,"Meat, chicken, canned",2016,tonnes,,,,
Tourist consumption,"Meat, dried nes",2010,tonnes,0,,,
Tourist consumption,"Meat, dried nes",2011,tonnes,0,,,
Tourist consumption,"Meat, dried nes",2012,tonnes,0,,,
Tourist consumption,"Meat, dried nes",2013,tonnes,0,,,
Tourist consumption,"Meat, dried nes",2014,tonnes,,,,
Tourist consumption,"Meat, dried nes",2015,tonnes,,,,
Tourist consumption,"Meat, dried nes",2016,tonnes,,,,
Tourist consumption,"Meat, duck",2010,tonnes,0,,,
Tourist consumption,"Meat, duck",2011,tonnes,0,,,
Tourist consumption,"Meat, duck",2012,tonnes,0,,,
Tourist consumption,"Meat, duck",2013,tonnes,0,,,
Tourist consumption,"Meat, duck",2014,tonnes,,,,
Tourist consumption,"Meat, duck",2015,tonnes,,,,
Tourist consumption,"Meat, duck",2016,tonnes,,,,
Tourist consumption,"Meat, extracts",2010,tonnes,0,,,
Tourist consumption,"Meat, extracts",2011,tonnes,0,,,
Tourist consumption,"Meat, extracts",2012,tonnes,0,,,
Tourist consumption,"Meat, extracts",2013,tonnes,0,,,
Tourist consumption,"Meat, extracts",2014,tonnes,,,,
Tourist consumption,"Meat, extracts",2015,tonnes,,,,
Tourist consumption,"Meat, extracts",2016,tonnes,,,,
Tourist consumption,"Meat, game",2010,tonnes,0,,,
Tourist consumption,"Meat, game",2011,tonnes,0,,,
Tourist consumption,"Meat, game",2012,tonnes,0,,,
Tourist consumption,"Meat, game",2013,tonnes,0,,,
Tourist consumption,"Meat, game",2014,tonnes,,,,
Tourist consumption,"Meat, game",2015,tonnes,,,,
Tourist consumption,"Meat, game",2016,tonnes,,,,
Tourist consumption,"Meat, goat",2010,tonnes,0,,,
Tourist consumption,"Meat, goat",2011,tonnes,0,,,
Tourist consumption,"Meat, goat",2012,tonnes,0,,,
Tourist consumption,"Meat, goat",2013,tonnes,0,,,
Tourist consumption,"Meat, goat",2014,tonnes,,,,
Tourist consumption,"Meat, goat",2015,tonnes,,,,
Tourist consumption,"Meat, goat",2016,tonnes,,,,
Tourist consumption,"Meat, goose and guinea fowl",2010,tonnes,0,,,
Tourist consumption,"Meat, goose and guinea fowl",2011,tonnes,0,,,
Tourist consumption,"Meat, goose and guinea fowl",2012,tonnes,0,,,
Tourist consumption,"Meat, goose and guinea fowl",2013,tonnes,0,,,
Tourist consumption,"Meat, goose and guinea fowl",2014,tonnes,,,,
Tourist consumption,"Meat, goose and guinea fowl",2015,tonnes,,,,
Tourist consumption,"Meat, goose and guinea fowl",2016,tonnes,,,,
Tourist consumption,"Meat, homogenized preparations",2010,tonnes,0,,,
Tourist consumption,"Meat, homogenized preparations",2011,tonnes,0,,,
Tourist consumption,"Meat, homogenized preparations",2012,tonnes,0,,,
Tourist consumption,"Meat, homogenized preparations",2013,tonnes,0,,,
Tourist consumption,"Meat, homogenized preparations",2014,tonnes,,,,
Tourist consumption,"Meat, homogenized preparations",2015,tonnes,,,,
Tourist consumption,"Meat, homogenized preparations",2016,tonnes,,,,
Feed,"Meat, horse",2010,tonnes,0,,,
Feed,"Meat, horse",2011,tonnes,0,,,
Feed,"Meat, horse",2012,tonnes,0,,,
Feed,"Meat, horse",2013,tonnes,0,,,
Tourist consumption,"Meat, horse",2010,tonnes,0,,,
Tourist consumption,"Meat, horse",2011,tonnes,0,,,
Tourist consumption,"Meat, horse",2012,tonnes,0,,,
Tourist consumption,"Meat, horse",2013,tonnes,0,,,
Tourist consumption,"Meat, horse",2014,tonnes,,,,
Tourist consumption,"Meat, horse",2015,tonnes,,,,
Tourist consumption,"Meat, horse",2016,tonnes,,,,
Tourist consumption,"Meat, pig",2010,tonnes,0,,,
Tourist consumption,"Meat, pig",2011,tonnes,0,,,
Tourist consumption,"Meat, pig",2012,tonnes,0,,,
Tourist consumption,"Meat, pig",2013,tonnes,0,,,
Tourist consumption,"Meat, pig",2014,tonnes,,,,
Tourist consumption,"Meat, pig",2015,tonnes,,,,
Tourist consumption,"Meat, pig",2016,tonnes,,,,
Tourist consumption,"Meat, pig sausages",2010,tonnes,0,,,
Tourist consumption,"Meat, pig sausages",2011,tonnes,0,,,
Tourist consumption,"Meat, pig sausages",2012,tonnes,0,,,
Tourist consumption,"Meat, pig sausages",2013,tonnes,0,,,
Tourist consumption,"Meat, pig sausages",2014,tonnes,,,,
Tourist consumption,"Meat, pig sausages",2015,tonnes,,,,
Tourist consumption,"Meat, pig sausages",2016,tonnes,,,,
Tourist consumption,"Meat, pig, preparations",2010,tonnes,0,,,
Tourist consumption,"Meat, pig, preparations",2011,tonnes,0,,,
Tourist consumption,"Meat, pig, preparations",2012,tonnes,0,,,
Tourist consumption,"Meat, pig, preparations",2013,tonnes,0,,,
Tourist consumption,"Meat, pig, preparations",2014,tonnes,,,,
Tourist consumption,"Meat, pig, preparations",2015,tonnes,,,,
Tourist consumption,"Meat, pig, preparations",2016,tonnes,,,,
Tourist consumption,"Meat, pork",2010,tonnes,0,,,
Tourist consumption,"Meat, pork",2011,tonnes,0,,,
Tourist consumption,"Meat, pork",2012,tonnes,0,,,
Tourist consumption,"Meat, pork",2013,tonnes,0,,,
Tourist consumption,"Meat, pork",2014,tonnes,,,,
Tourist consumption,"Meat, pork",2015,tonnes,,,,
Tourist consumption,"Meat, pork",2016,tonnes,,,,
Tourist consumption,"Meat, rabbit",2010,tonnes,0,,,
Tourist consumption,"Meat, rabbit",2011,tonnes,0,,,
Tourist consumption,"Meat, rabbit",2012,tonnes,0,,,
Tourist consumption,"Meat, rabbit",2013,tonnes,0,,,
Tourist consumption,"Meat, rabbit",2014,tonnes,,,,
Tourist consumption,"Meat, rabbit",2015,tonnes,,,,
Tourist consumption,"Meat, rabbit",2016,tonnes,,,,
Tourist consumption,"Meat, sheep",2010,tonnes,0,,,
Tourist consumption,"Meat, sheep",2011,tonnes,0,,,
Tourist consumption,"Meat, sheep",2012,tonnes,0,,,
Tourist consumption,"Meat, sheep",2013,tonnes,0,,,
Tourist consumption,"Meat, sheep",2014,tonnes,,,,
Tourist consumption,"Meat, sheep",2015,tonnes,,,,
Tourist consumption,"Meat, sheep",2016,tonnes,,,,
Tourist consumption,"Meat, turkey",2010,tonnes,0,,,
Tourist consumption,"Meat, turkey",2011,tonnes,0,,,
Tourist consumption,"Meat, turkey",2012,tonnes,0,,,
Tourist consumption,"Meat, turkey",2013,tonnes,0,,,
Tourist consumption,"Meat, turkey",2014,tonnes,,,,
Tourist consumption,"Meat, turkey",2015,tonnes,,,,
Tourist consumption,"Meat, turkey",2016,tonnes,,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2010,tonnes,0,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2011,tonnes,0,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2012,tonnes,0,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2013,tonnes,0,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2014,tonnes,,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2015,tonnes,,,,
Tourist consumption,"Melons, other (inc.cantaloupes)",2016,tonnes,,,,
Feed,Melonseed,2014,tonnes,,,,
Feed,Melonseed,2015,tonnes,,,,
Feed,Melonseed,2016,tonnes,,,,
Tourist consumption,Melonseed,2010,tonnes,0,,,
Tourist consumption,Melonseed,2011,tonnes,0,,,
Tourist consumption,Melonseed,2012,tonnes,0,,,
Tourist consumption,Melonseed,2013,tonnes,0,,,
Tourist consumption,Melonseed,2014,tonnes,,,,
Tourist consumption,Melonseed,2015,tonnes,,,,
Tourist consumption,Melonseed,2016,tonnes,,,,
Feed,"Milk, products of natural constituents nes",2014,tonnes,,,,
Feed,"Milk, products of natural constituents nes",2015,tonnes,,,,
Feed,"Milk, products of natural constituents nes",2016,tonnes,,,,
Feed,"Milk, products of natural constituents nes",2018,tonnes,14,,,
Feed,"Milk, products of natural constituents nes",2019,tonnes,43,,,
Tourist consumption,"Milk, products of natural constituents nes",2010,tonnes,0,,,
Tourist consumption,"Milk, products of natural constituents nes",2011,tonnes,0,,,
Tourist consumption,"Milk, products of natural constituents nes",2012,tonnes,0,,,
Tourist consumption,"Milk, products of natural constituents nes",2013,tonnes,0,,,
Tourist consumption,"Milk, products of natural constituents nes",2014,tonnes,,,,
Tourist consumption,"Milk, products of natural constituents nes",2015,tonnes,,,,
Tourist consumption,"Milk, products of natural constituents nes",2016,tonnes,,,,
Feed,"Milk, skimmed condensed",2014,tonnes,,,,
Feed,"Milk, skimmed condensed",2015,tonnes,,,,
Feed,"Milk, skimmed condensed",2016,tonnes,,,,
Feed,"Milk, skimmed condensed",2017,tonnes,,,,
Tourist consumption,"Milk, skimmed condensed",2010,tonnes,0,,,
Tourist consumption,"Milk, skimmed condensed",2011,tonnes,0,,,
Tourist consumption,"Milk, skimmed condensed",2012,tonnes,0,,,
Tourist consumption,"Milk, skimmed condensed",2013,tonnes,0,,,
Tourist consumption,"Milk, skimmed condensed",2014,tonnes,,,,
Tourist consumption,"Milk, skimmed condensed",2015,tonnes,,,,
Tourist consumption,"Milk, skimmed condensed",2016,tonnes,,,,
Feed,"Milk, skimmed cow",2010,tonnes,771104,,,
Feed,"Milk, skimmed cow",2011,tonnes,680431,,,
Feed,"Milk, skimmed cow",2012,tonnes,699059,,,
Feed,"Milk, skimmed cow",2013,tonnes,814550,,,
Feed,"Milk, skimmed cow",2014,tonnes,1224020,,,
Feed,"Milk, skimmed cow",2015,tonnes,1086783,,,
Feed,"Milk, skimmed cow",2016,tonnes,1179754,,,
Feed,"Milk, skimmed cow",2017,tonnes,1019846,,,
Feed,"Milk, skimmed cow",2018,tonnes,847037,,,
Feed,"Milk, skimmed cow",2019,tonnes,1069960,,,
Tourist consumption,"Milk, skimmed cow",2010,tonnes,0,,,
Tourist consumption,"Milk, skimmed cow",2011,tonnes,0,,,
Tourist consumption,"Milk, skimmed cow",2012,tonnes,0,,,
Tourist consumption,"Milk, skimmed cow",2013,tonnes,0,,,
Tourist consumption,"Milk, skimmed cow",2014,tonnes,,,,
Tourist consumption,"Milk, skimmed cow",2015,tonnes,,,,
Tourist consumption,"Milk, skimmed cow",2016,tonnes,,,,
Feed,"Milk, skimmed dried",2010,tonnes,14500,,,
Feed,"Milk, skimmed dried",2011,tonnes,14500,,,
Feed,"Milk, skimmed dried",2012,tonnes,14500,,,
Feed,"Milk, skimmed dried",2013,tonnes,14500,,,
Feed,"Milk, skimmed dried",2014,tonnes,20742,,,
Feed,"Milk, skimmed dried",2015,tonnes,20373,,,
Feed,"Milk, skimmed dried",2016,tonnes,22476,,,
Feed,"Milk, skimmed dried",2017,tonnes,21562,,,
Feed,"Milk, skimmed dried",2018,tonnes,19373,,,
Feed,"Milk, skimmed dried",2019,tonnes,9160,,,
Tourist consumption,"Milk, skimmed dried",2010,tonnes,0,,,
Tourist consumption,"Milk, skimmed dried",2011,tonnes,0,,,
Tourist consumption,"Milk, skimmed dried",2012,tonnes,0,,,
Tourist consumption,"Milk, skimmed dried",2013,tonnes,0,,,
Tourist consumption,"Milk, skimmed dried",2014,tonnes,,,,
Tourist consumption,"Milk, skimmed dried",2015,tonnes,,,,
Tourist consumption,"Milk, skimmed dried",2016,tonnes,,,,
Tourist consumption,"Milk, skimmed evaporated",2010,tonnes,0,,,
Tourist consumption,"Milk, skimmed evaporated",2011,tonnes,0,,,
Tourist consumption,"Milk, skimmed evaporated",2012,tonnes,0,,,
Tourist consumption,"Milk, skimmed evaporated",2013,tonnes,0,,,
Tourist consumption,"Milk, skimmed evaporated",2014,tonnes,,,,
Tourist consumption,"Milk, skimmed evaporated",2015,tonnes,,,,
Tourist consumption,"Milk, skimmed evaporated",2016,tonnes,,,,
Tourist consumption,"Milk, whole condensed",2010,tonnes,0,,,
Tourist consumption,"Milk, whole condensed",2011,tonnes,0,,,
Tourist consumption,"Milk, whole condensed",2012,tonnes,0,,,
Tourist consumption,"Milk, whole condensed",2013,tonnes,0,,,
Tourist consumption,"Milk, whole condensed",2014,tonnes,,,,
Tourist consumption,"Milk, whole condensed",2015,tonnes,,,,
Tourist consumption,"Milk, whole condensed",2016,tonnes,,,,
Feed,"Milk, whole dried",2014,tonnes,1331,,,
Feed,"Milk, whole dried",2015,tonnes,0,,,
Feed,"Milk, whole dried",2016,tonnes,0,,,
Feed,"Milk, whole dried",2017,tonnes,2108,,,
Feed,"Milk, whole dried",2018,tonnes,30,,,
Feed,"Milk, whole dried",2019,tonnes,2251,,,
Tourist consumption,"Milk, whole dried",2010,tonnes,0,,,
Tourist consumption,"Milk, whole dried",2011,tonnes,0,,,
Tourist consumption,"Milk, whole dried",2012,tonnes,0,,,
Tourist consumption,"Milk, whole dried",2013,tonnes,0,,,
Tourist consumption,"Milk, whole dried",2014,tonnes,,,,
Tourist consumption,"Milk, whole dried",2015,tonnes,,,,
Tourist consumption,"Milk, whole dried",2016,tonnes,,,,
Feed,"Milk, whole evaporated",2014,tonnes,,,,
Feed,"Milk, whole evaporated",2015,tonnes,,,,
Feed,"Milk, whole evaporated",2016,tonnes,,,,
Tourist consumption,"Milk, whole evaporated",2010,tonnes,0,,,
Tourist consumption,"Milk, whole evaporated",2011,tonnes,0,,,
Tourist consumption,"Milk, whole evaporated",2012,tonnes,0,,,
Tourist consumption,"Milk, whole evaporated",2013,tonnes,0,,,
Tourist consumption,"Milk, whole evaporated",2014,tonnes,,,,
Tourist consumption,"Milk, whole evaporated",2015,tonnes,,,,
Tourist consumption,"Milk, whole evaporated",2016,tonnes,,,,
Tourist consumption,"Milk, whole fresh camel",2010,tonnes,0,,,
Tourist consumption,"Milk, whole fresh camel",2011,tonnes,0,,,
Tourist consumption,"Milk, whole fresh camel",2012,tonnes,0,,,
Tourist consumption,"Milk, whole fresh camel",2013,tonnes,0,,,
Tourist consumption,"Milk, whole fresh camel",2014,tonnes,,,,
Tourist consumption,"Milk, whole fresh camel",2015,tonnes,,,,
Tourist consumption,"Milk, whole fresh camel",2016,tonnes,,,,
Feed,"Milk, whole fresh cow",2010,tonnes,200000,,,
Feed,"Milk, whole fresh cow",2011,tonnes,50000,,,
Feed,"Milk, whole fresh cow",2012,tonnes,50000,,,
Feed,"Milk, whole fresh cow",2013,tonnes,50000,,,
Feed,"Milk, whole fresh cow",2014,tonnes,53590,,,
Feed,"Milk, whole fresh cow",2015,tonnes,54450,,,
Feed,"Milk, whole fresh cow",2016,tonnes,51914,,,
Feed,"Milk, whole fresh cow",2017,tonnes,53759,,,
Feed,"Milk, whole fresh cow",2018,tonnes,22496,,,
Feed,"Milk, whole fresh cow",2019,tonnes,55693,,,
Tourist consumption,"Milk, whole fresh cow",2010,tonnes,0,,,
Tourist consumption,"Milk, whole fresh cow",2011,tonnes,0,,,
Tourist consumption,"Milk, whole fresh cow",2012,tonnes,0,,,
Tourist consumption,"Milk, whole fresh cow",2013,tonnes,0,,,
Tourist consumption,"Milk, whole fresh cow",2014,tonnes,,,,
Tourist consumption,"Milk, whole fresh cow",2015,tonnes,,,,
Tourist consumption,"Milk, whole fresh cow",2016,tonnes,,,,
Feed,Millet,2010,tonnes,11759,,,
Feed,Millet,2011,tonnes,15322,,,
Feed,Millet,2012,tonnes,14030,,,
Feed,Millet,2013,tonnes,15961,,,
Feed,Millet,2014,tonnes,16458,,,
Feed,Millet,2015,tonnes,15467,,,
Feed,Millet,2016,tonnes,15301,,,
Feed,Millet,2017,tonnes,13734,,,
Feed,Millet,2018,tonnes,15584,,,
Feed,Millet,2019,tonnes,14313,,,
Tourist consumption,Mixes and doughs,2010,tonnes,0,,,
Tourist consumption,Mixes and doughs,2011,tonnes,0,,,
Tourist consumption,Mixes and doughs,2012,tonnes,0,,,
Tourist consumption,Mixes and doughs,2013,tonnes,0,,,
Tourist consumption,Mixes and doughs,2014,tonnes,,,,
Tourist consumption,Mixes and doughs,2015,tonnes,,,,
Tourist consumption,Mixes and doughs,2016,tonnes,,,,
Feed,Molasses,2010,tonnes,40000,,,
Feed,Molasses,2011,tonnes,95000,,,
Feed,Molasses,2012,tonnes,250000,,,
Feed,Molasses,2013,tonnes,250000,,,
Feed,Molasses,2014,tonnes,181031,,,
Feed,Molasses,2015,tonnes,167373,,,
Feed,Molasses,2016,tonnes,161277,,,
Feed,Molasses,2017,tonnes,176652,,,
Feed,Molasses,2018,tonnes,179218,,,
Feed,Molasses,2019,tonnes,170964,,,
Tourist consumption,Mushrooms and truffles,2010,tonnes,0,,,
Tourist consumption,Mushrooms and truffles,2011,tonnes,0,,,
Tourist consumption,Mushrooms and truffles,2012,tonnes,0,,,
Tourist consumption,Mushrooms and truffles,2013,tonnes,0,,,
Tourist consumption,Mushrooms and truffles,2014,tonnes,,,,
Tourist consumption,Mushrooms and truffles,2015,tonnes,,,,
Tourist consumption,Mushrooms and truffles,2016,tonnes,,,,
Tourist consumption,"Mushrooms, canned",2010,tonnes,0,,,
Tourist consumption,"Mushrooms, canned",2011,tonnes,0,,,
Tourist consumption,"Mushrooms, canned",2012,tonnes,0,,,
Tourist consumption,"Mushrooms, canned",2013,tonnes,0,,,
Tourist consumption,"Mushrooms, canned",2014,tonnes,,,,
Tourist consumption,"Mushrooms, canned",2015,tonnes,,,,
Tourist consumption,"Mushrooms, canned",2016,tonnes,,,,
Tourist consumption,"Mushrooms, dried",2010,tonnes,0,,,
Tourist consumption,"Mushrooms, dried",2011,tonnes,0,,,
Tourist consumption,"Mushrooms, dried",2012,tonnes,0,,,
Tourist consumption,"Mushrooms, dried",2013,tonnes,0,,,
Tourist consumption,"Mushrooms, dried",2014,tonnes,,,,
Tourist consumption,"Mushrooms, dried",2015,tonnes,,,,
Tourist consumption,"Mushrooms, dried",2016,tonnes,,,,
Feed,Mustard seed,2014,tonnes,,,,
Feed,Mustard seed,2015,tonnes,,,,
Feed,Mustard seed,2016,tonnes,,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2010,tonnes,0,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2011,tonnes,0,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2012,tonnes,0,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2013,tonnes,0,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2014,tonnes,,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2015,tonnes,,,,
Tourist consumption,"Nutmeg, mace and cardamoms",2016,tonnes,,,,
Tourist consumption,Nuts nes,2010,tonnes,0,,,
Tourist consumption,Nuts nes,2011,tonnes,0,,,
Tourist consumption,Nuts nes,2012,tonnes,0,,,
Tourist consumption,Nuts nes,2013,tonnes,0,,,
Tourist consumption,Nuts nes,2014,tonnes,,,,
Tourist consumption,Nuts nes,2015,tonnes,,,,
Tourist consumption,Nuts nes,2016,tonnes,,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2010,tonnes,0,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2011,tonnes,0,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2012,tonnes,0,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2013,tonnes,0,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2014,tonnes,,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2015,tonnes,,,,
Tourist consumption,"Nuts, prepared (exc. groundnuts)",2016,tonnes,,,,
Feed,Oats,2010,tonnes,240000,,,
Feed,Oats,2011,tonnes,167000,,,
Feed,Oats,2012,tonnes,166000,,,
Feed,Oats,2013,tonnes,306000,,,
Feed,Oats,2014,tonnes,342000,,,
Feed,Oats,2015,tonnes,261000,,,
Feed,Oats,2016,tonnes,251000,,,
Feed,Oats,2017,tonnes,265000,,,
Feed,Oats,2018,tonnes,290000,,,
Feed,Oats,2019,tonnes,310000,,,
Tourist consumption,Oats,2010,tonnes,0,,,
Tourist consumption,Oats,2011,tonnes,0,,,
Tourist consumption,Oats,2012,tonnes,0,,,
Tourist consumption,Oats,2013,tonnes,0,,,
Tourist consumption,Oats,2014,tonnes,,,,
Tourist consumption,Oats,2015,tonnes,,,,
Tourist consumption,Oats,2016,tonnes,,,,
Tourist consumption,Oats rolled,2010,tonnes,0,,,
Tourist consumption,Oats rolled,2011,tonnes,0,,,
Tourist consumption,Oats rolled,2012,tonnes,0,,,
Tourist consumption,Oats rolled,2013,tonnes,0,,,
Tourist consumption,Oats rolled,2014,tonnes,,,,
Tourist consumption,Oats rolled,2015,tonnes,,,,
Tourist consumption,Oats rolled,2016,tonnes,,,,
Feed,Offals nes,2010,tonnes,49,,,
Feed,Offals nes,2011,tonnes,141,,,
Feed,Offals nes,2012,tonnes,69,,,
Feed,Offals nes,2013,tonnes,152,,,
Tourist consumption,"Offals, edible, cattle",2010,tonnes,0,,,
Tourist consumption,"Offals, edible, cattle",2011,tonnes,0,,,
Tourist consumption,"Offals, edible, cattle",2012,tonnes,0,,,
Tourist consumption,"Offals, edible, cattle",2013,tonnes,0,,,
Tourist consumption,"Offals, edible, cattle",2014,tonnes,,,,
Tourist consumption,"Offals, edible, cattle",2015,tonnes,,,,
Tourist consumption,"Offals, edible, cattle",2016,tonnes,,,,
Feed,"Offals, horses",2010,tonnes,248,,,
Feed,"Offals, horses",2011,tonnes,248,,,
Feed,"Offals, horses",2012,tonnes,270,,,
Feed,"Offals, horses",2013,tonnes,240,,,
Feed,"Offals, horses",2014,tonnes,265,,,
Feed,"Offals, horses",2015,tonnes,245,,,
Feed,"Offals, horses",2016,tonnes,264,,,
Feed,"Offals, horses",2017,tonnes,292,,,
Feed,"Offals, horses",2018,tonnes,277,,,
Feed,"Offals, horses",2019,tonnes,280,,,
Tourist consumption,"Offals, liver chicken",2010,tonnes,0,,,
Tourist consumption,"Offals, liver chicken",2011,tonnes,0,,,
Tourist consumption,"Offals, liver chicken",2012,tonnes,0,,,
Tourist consumption,"Offals, liver chicken",2013,tonnes,0,,,
Tourist consumption,"Offals, liver chicken",2014,tonnes,,,,
Tourist consumption,"Offals, liver chicken",2015,tonnes,,,,
Tourist consumption,"Offals, liver chicken",2016,tonnes,,,,
Tourist consumption,"Offals, liver duck",2010,tonnes,0,,,
Tourist consumption,"Offals, liver duck",2011,tonnes,0,,,
Tourist consumption,"Offals, liver duck",2012,tonnes,0,,,
Tourist consumption,"Offals, liver duck",2013,tonnes,0,,,
Tourist consumption,"Offals, liver duck",2014,tonnes,,,,
Tourist consumption,"Offals, liver duck",2015,tonnes,,,,
Tourist consumption,"Offals, liver duck",2016,tonnes,,,,
Tourist consumption,"Offals, liver geese",2010,tonnes,0,,,
Tourist consumption,"Offals, liver geese",2011,tonnes,0,,,
Tourist consumption,"Offals, liver geese",2012,tonnes,0,,,
Tourist consumption,"Offals, liver geese",2013,tonnes,0,,,
Tourist consumption,"Offals, liver geese",2014,tonnes,,,,
Tourist consumption,"Offals, liver geese",2015,tonnes,,,,
Tourist consumption,"Offals, liver geese",2016,tonnes,,,,
Tourist consumption,"Offals, liver turkeys",2010,tonnes,0,,,
Tourist consumption,"Offals, liver turkeys",2011,tonnes,0,,,
Tourist consumption,"Offals, liver turkeys",2012,tonnes,0,,,
Tourist consumption,"Offals, liver turkeys",2013,tonnes,0,,,
Tourist consumption,"Offals, liver turkeys",2014,tonnes,,,,
Tourist consumption,"Offals, liver turkeys",2015,tonnes,,,,
Tourist consumption,"Offals, liver turkeys",2016,tonnes,,,,
Feed,"Offals, pigs, edible",2014,tonnes,,,,
Feed,"Offals, pigs, edible",2015,tonnes,,,,
Feed,"Offals, pigs, edible",2016,tonnes,,,,
Tourist consumption,"Offals, pigs, edible",2010,tonnes,0,,,
Tourist consumption,"Offals, pigs, edible",2011,tonnes,0,,,
Tourist consumption,"Offals, pigs, edible",2012,tonnes,0,,,
Tourist consumption,"Offals, pigs, edible",2013,tonnes,0,,,
Tourist consumption,"Offals, pigs, edible",2014,tonnes,,,,
Tourist consumption,"Offals, pigs, edible",2015,tonnes,,,,
Tourist consumption,"Offals, pigs, edible",2016,tonnes,,,,
Tourist consumption,"Offals, sheep,edible",2010,tonnes,0,,,
Tourist consumption,"Offals, sheep,edible",2011,tonnes,0,,,
Tourist consumption,"Offals, sheep,edible",2012,tonnes,0,,,
Tourist consumption,"Offals, sheep,edible",2013,tonnes,0,,,
Tourist consumption,"Offals, sheep,edible",2014,tonnes,,,,
Tourist consumption,"Offals, sheep,edible",2015,tonnes,,,,
Tourist consumption,"Offals, sheep,edible",2016,tonnes,,,,
Tourist consumption,"Oil, coconut (copra)",2010,tonnes,0,,,
Tourist consumption,"Oil, coconut (copra)",2011,tonnes,0,,,
Tourist consumption,"Oil, coconut (copra)",2012,tonnes,0,,,
Tourist consumption,"Oil, coconut (copra)",2013,tonnes,0,,,
Tourist consumption,"Oil, coconut (copra)",2014,tonnes,,,,
Tourist consumption,"Oil, coconut (copra)",2015,tonnes,,,,
Tourist consumption,"Oil, coconut (copra)",2016,tonnes,,,,
Tourist consumption,"Oil, cottonseed",2010,tonnes,0,,,
Tourist consumption,"Oil, cottonseed",2011,tonnes,0,,,
Tourist consumption,"Oil, cottonseed",2012,tonnes,0,,,
Tourist consumption,"Oil, cottonseed",2013,tonnes,0,,,
Tourist consumption,"Oil, cottonseed",2014,tonnes,,,,
Tourist consumption,"Oil, cottonseed",2015,tonnes,,,,
Tourist consumption,"Oil, cottonseed",2016,tonnes,,,,
Feed,"Oil, fish, marine mammals",2014,tonnes,,,,
Feed,"Oil, fish, marine mammals",2015,tonnes,,,,
Feed,"Oil, fish, marine mammals",2016,tonnes,,,,
Tourist consumption,"Oil, groundnut",2010,tonnes,0,,,
Tourist consumption,"Oil, groundnut",2011,tonnes,0,,,
Tourist consumption,"Oil, groundnut",2012,tonnes,0,,,
Tourist consumption,"Oil, groundnut",2013,tonnes,0,,,
Tourist consumption,"Oil, groundnut",2014,tonnes,,,,
Tourist consumption,"Oil, groundnut",2015,tonnes,,,,
Tourist consumption,"Oil, groundnut",2016,tonnes,,,,
Tourist consumption,"Oil, hydrogenated",2010,tonnes,0,,,
Tourist consumption,"Oil, hydrogenated",2011,tonnes,0,,,
Tourist consumption,"Oil, hydrogenated",2012,tonnes,0,,,
Tourist consumption,"Oil, hydrogenated",2013,tonnes,0,,,
Tourist consumption,"Oil, hydrogenated",2014,tonnes,,,,
Tourist consumption,"Oil, hydrogenated",2015,tonnes,,,,
Tourist consumption,"Oil, hydrogenated",2016,tonnes,,,,
Tourist consumption,"Oil, maize",2010,tonnes,0,,,
Tourist consumption,"Oil, maize",2011,tonnes,0,,,
Tourist consumption,"Oil, maize",2012,tonnes,0,,,
Tourist consumption,"Oil, maize",2013,tonnes,0,,,
Tourist consumption,"Oil, maize",2014,tonnes,,,,
Tourist consumption,"Oil, maize",2015,tonnes,,,,
Tourist consumption,"Oil, maize",2016,tonnes,,,,
Feed,"Oil, olive residues",2014,tonnes,,,,
Tourist consumption,"Oil, olive residues",2010,tonnes,0,,,
Tourist consumption,"Oil, olive residues",2011,tonnes,0,,,
Tourist consumption,"Oil, olive residues",2012,tonnes,0,,,
Tourist consumption,"Oil, olive residues",2013,tonnes,0,,,
Tourist consumption,"Oil, olive residues",2014,tonnes,,,,
Tourist consumption,"Oil, olive residues",2015,tonnes,,,,
Tourist consumption,"Oil, olive residues",2016,tonnes,,,,
Tourist consumption,"Oil, olive, virgin",2010,tonnes,0,,,
Tourist consumption,"Oil, olive, virgin",2011,tonnes,0,,,
Tourist consumption,"Oil, olive, virgin",2012,tonnes,0,,,
Tourist consumption,"Oil, olive, virgin",2013,tonnes,0,,,
Tourist consumption,"Oil, olive, virgin",2014,tonnes,,,,
Tourist consumption,"Oil, olive, virgin",2015,tonnes,,,,
