Element,Item,Year,Unit,Consumption Value,Import Quantity Value,Export Quantity Value,Population
Feed,Chick peas,2014,tonnes,23344,,,
Feed,Chick peas,2015,tonnes,22219,,,
Feed,Chick peas,2016,tonnes,24377,,,
Feed,Chick peas,2017,tonnes,30082,,,
Feed,Chick peas,2018,tonnes,28109,,,
Feed,Chick peas,2019,tonnes,29937,,,
Tourist consumption,Chick peas,2010,tonnes,0,,,
Tourist consumption,Chick peas,2011,tonnes,0,,,
Tourist consumption,Chick peas,2012,tonnes,0,,,
Tourist consumption,Chick peas,2013,tonnes,0,,,
Tourist consumption,Chick peas,2014,tonnes,,,,
Tourist consumption,Chick peas,2015,tonnes,,,,
Tourist consumption,Chick peas,2016,tonnes,,,,
Feed,Chicory roots,2014,tonnes,1,,,
Feed,Chicory roots,2015,tonnes,1,,,
Feed,Chicory roots,2016,tonnes,0,,,
Feed,Chicory roots,2017,tonnes,72,,,
Feed,Chicory roots,2018,tonnes,1,,,
Feed,Chicory roots,2019,tonnes,0,,,
Tourist consumption,"Chillies and peppers, dry",2010,tonnes,0,,,
Tourist consumption,"Chillies and peppers, dry",2011,tonnes,0,,,
Tourist consumption,"Chillies and peppers, dry",2012,tonnes,0,,,
Tourist consumption,"Chillies and peppers, dry",2013,tonnes,0,,,
Tourist consumption,"Chillies and peppers, dry",2014,tonnes,,,,
Tourist consumption,"Chillies and peppers, dry",2015,tonnes,,,,
Tourist consumption,"Chillies and peppers, dry",2016,tonnes,,,,
Tourist consumption,"Chillies and peppers, green",2010,tonnes,0,,,
Tourist consumption,"Chillies and peppers, green",2011,tonnes,0,,,
Tourist consumption,"Chillies and peppers, green",2012,tonnes,0,,,
Tourist consumption,"Chillies and peppers, green",2013,tonnes,0,,,
Tourist consumption,"Chillies and peppers, green",2014,tonnes,,,,
Tourist consumption,"Chillies and peppers, green",2015,tonnes,,,,
Tourist consumption,"Chillies and peppers, green",2016,tonnes,,,,
Tourist consumption,Chocolate products nes,2010,tonnes,0,,,
Tourist consumption,Chocolate products nes,2011,tonnes,0,,,
Tourist consumption,Chocolate products nes,2012,tonnes,0,,,
Tourist consumption,Chocolate products nes,2013,tonnes,0,,,
Tourist consumption,Chocolate products nes,2014,tonnes,,,,
Tourist consumption,Chocolate products nes,2015,tonnes,,,,
Tourist consumption,Chocolate products nes,2016,tonnes,,,,
Tourist consumption,Cider etc,2010,tonnes,0,,,
Tourist consumption,Cider etc,2011,tonnes,0,,,
Tourist consumption,Cider etc,2012,tonnes,0,,,
Tourist consumption,Cider etc,2013,tonnes,0,,,
Tourist consumption,Cider etc,2014,tonnes,,,,
Tourist consumption,Cider etc,2015,tonnes,,,,
Tourist consumption,Cider etc,2016,tonnes,,,,
Tourist consumption,Cinnamon (cannella),2010,tonnes,0,,,
Tourist consumption,Cinnamon (cannella),2011,tonnes,0,,,
Tourist consumption,Cinnamon (cannella),2012,tonnes,0,,,
Tourist consumption,Cinnamon (cannella),2013,tonnes,0,,,
Tourist consumption,Cinnamon (cannella),2014,tonnes,,,,
Tourist consumption,Cinnamon (cannella),2015,tonnes,,,,
Tourist consumption,Cinnamon (cannella),2016,tonnes,,,,
Tourist consumption,Cloves,2010,tonnes,0,,,
Tourist consumption,Cloves,2011,tonnes,0,,,
Tourist consumption,Cloves,2012,tonnes,0,,,
Tourist consumption,Cloves,2013,tonnes,0,,,
Tourist consumption,Cloves,2014,tonnes,,,,
Tourist consumption,Cloves,2015,tonnes,,,,
Tourist consumption,Cloves,2016,tonnes,,,,
Tourist consumption,"Cocoa, butter",2010,tonnes,0,,,
Tourist consumption,"Cocoa, butter",2011,tonnes,0,,,
Tourist consumption,"Cocoa, butter",2012,tonnes,0,,,
Tourist consumption,"Cocoa, butter",2013,tonnes,0,,,
Tourist consumption,"Cocoa, butter",2014,tonnes,,,,
Tourist consumption,"Cocoa, butter",2015,tonnes,,,,
Tourist consumption,"Cocoa, butter",2016,tonnes,,,,
Feed,"Cocoa, husks, shell",2010,tonnes,26863,,,
Feed,"Cocoa, husks, shell",2011,tonnes,19958,,,
Feed,"Cocoa, husks, shell",2012,tonnes,26516,,,
Feed,"Cocoa, husks, shell",2013,tonnes,25337,,,
Feed,"Cocoa, husks, shell",2014,tonnes,14866,,,
Feed,"Cocoa, husks, shell",2015,tonnes,14782,,,
Feed,"Cocoa, husks, shell",2016,tonnes,9988,,,
Feed,"Cocoa, husks, shell",2017,tonnes,24040,,,
Feed,"Cocoa, husks, shell",2018,tonnes,25377,,,
Feed,"Cocoa, husks, shell",2019,tonnes,20905,,,
Tourist consumption,"Cocoa, powder & cake",2010,tonnes,0,,,
Tourist consumption,"Cocoa, powder & cake",2011,tonnes,0,,,
Tourist consumption,"Cocoa, powder & cake",2012,tonnes,0,,,
Tourist consumption,"Cocoa, powder & cake",2013,tonnes,0,,,
Tourist consumption,"Cocoa, powder & cake",2014,tonnes,,,,
Tourist consumption,"Cocoa, powder & cake",2015,tonnes,,,,
Tourist consumption,"Cocoa, powder & cake",2016,tonnes,,,,
Feed,Coconuts,2014,tonnes,73,,,
Feed,Coconuts,2015,tonnes,47,,,
Feed,Coconuts,2016,tonnes,86,,,
Feed,Coconuts,2017,tonnes,63,,,
Feed,Coconuts,2018,tonnes,49,,,
Feed,Coconuts,2019,tonnes,55,,,
Tourist consumption,Coconuts,2010,tonnes,0,,,
Tourist consumption,Coconuts,2011,tonnes,0,,,
Tourist consumption,Coconuts,2012,tonnes,0,,,
Tourist consumption,Coconuts,2013,tonnes,0,,,
Tourist consumption,Coconuts,2014,tonnes,,,,
Tourist consumption,Coconuts,2015,tonnes,,,,
Tourist consumption,Coconuts,2016,tonnes,,,,
Tourist consumption,"Coconuts, desiccated",2010,tonnes,0,,,
Tourist consumption,"Coconuts, desiccated",2011,tonnes,0,,,
Tourist consumption,"Coconuts, desiccated",2012,tonnes,0,,,
Tourist consumption,"Coconuts, desiccated",2013,tonnes,0,,,
Tourist consumption,"Coconuts, desiccated",2014,tonnes,,,,
Tourist consumption,"Coconuts, desiccated",2015,tonnes,,,,
Tourist consumption,"Coconuts, desiccated",2016,tonnes,,,,
Tourist consumption,"Coffee, extracts",2010,tonnes,0,,,
Tourist consumption,"Coffee, extracts",2011,tonnes,0,,,
Tourist consumption,"Coffee, extracts",2012,tonnes,0,,,
Tourist consumption,"Coffee, extracts",2013,tonnes,0,,,
Tourist consumption,"Coffee, extracts",2014,tonnes,,,,
Tourist consumption,"Coffee, extracts",2015,tonnes,,,,
Tourist consumption,"Coffee, extracts",2016,tonnes,,,,
Tourist consumption,"Coffee, roasted",2010,tonnes,0,,,
Tourist consumption,"Coffee, roasted",2011,tonnes,0,,,
Tourist consumption,"Coffee, roasted",2012,tonnes,0,,,
Tourist consumption,"Coffee, roasted",2013,tonnes,0,,,
Tourist consumption,"Coffee, roasted",2014,tonnes,,,,
Tourist consumption,"Coffee, roasted",2015,tonnes,,,,
Tourist consumption,"Coffee, roasted",2016,tonnes,,,,
Tourist consumption,"Coffee, substitutes containing coffee",2010,tonnes,0,,,
Tourist consumption,"Coffee, substitutes containing coffee",2011,tonnes,0,,,
Tourist consumption,"Coffee, substitutes containing coffee",2012,tonnes,0,,,
Tourist consumption,"Coffee, substitutes containing coffee",2013,tonnes,0,,,
Tourist consumption,"Coffee, substitutes containing coffee",2014,tonnes,,,,
Tourist consumption,"Coffee, substitutes containing coffee",2015,tonnes,,,,
Tourist consumption,"Coffee, substitutes containing coffee",2016,tonnes,,,,
Feed,Copra,2014,tonnes,,,,
Feed,Copra,2015,tonnes,,,,
Feed,Copra,2016,tonnes,,,,
Feed,Cottonseed,2014,tonnes,,,,
Feed,Cottonseed,2015,tonnes,,,,
Feed,Cottonseed,2016,tonnes,,,,
Feed,Cottonseed,2017,tonnes,,,,
Feed,Cottonseed,2018,tonnes,700,,,
Feed,Cottonseed,2019,tonnes,240,,,
Feed,"Cow peas, dry",2010,tonnes,0,,,
Feed,"Cow peas, dry",2011,tonnes,0,,,
Feed,"Cow peas, dry",2012,tonnes,708,,,
Feed,"Cow peas, dry",2013,tonnes,661,,,
Feed,"Cow peas, dry",2014,tonnes,806,,,
Feed,"Cow peas, dry",2015,tonnes,1807,,,
Feed,"Cow peas, dry",2016,tonnes,1793,,,
Feed,"Cow peas, dry",2017,tonnes,2714,,,
Feed,"Cow peas, dry",2018,tonnes,5444,,,
Feed,"Cow peas, dry",2019,tonnes,3353,,,
Tourist consumption,Cranberries,2010,tonnes,0,,,
Tourist consumption,Cranberries,2011,tonnes,0,,,
Tourist consumption,Cranberries,2012,tonnes,0,,,
Tourist consumption,Cranberries,2013,tonnes,0,,,
Tourist consumption,Cranberries,2014,tonnes,,,,
Tourist consumption,Cranberries,2015,tonnes,,,,
Tourist consumption,Cranberries,2016,tonnes,,,,
Tourist consumption,Cream fresh,2010,tonnes,0,,,
Tourist consumption,Cream fresh,2011,tonnes,0,,,
Tourist consumption,Cream fresh,2012,tonnes,0,,,
Tourist consumption,Cream fresh,2013,tonnes,0,,,
Tourist consumption,Cream fresh,2014,tonnes,,,,
Tourist consumption,Cream fresh,2015,tonnes,,,,
Tourist consumption,Cream fresh,2016,tonnes,,,,
Tourist consumption,Cucumbers and gherkins,2010,tonnes,0,,,
Tourist consumption,Cucumbers and gherkins,2011,tonnes,0,,,
Tourist consumption,Cucumbers and gherkins,2012,tonnes,0,,,
Tourist consumption,Cucumbers and gherkins,2013,tonnes,0,,,
Tourist consumption,Cucumbers and gherkins,2014,tonnes,,,,
Tourist consumption,Cucumbers and gherkins,2015,tonnes,,,,
Tourist consumption,Cucumbers and gherkins,2016,tonnes,,,,
Tourist consumption,Currants,2010,tonnes,0,,,
Tourist consumption,Currants,2011,tonnes,0,,,
Tourist consumption,Currants,2012,tonnes,0,,,
Tourist consumption,Currants,2013,tonnes,0,,,
Tourist consumption,Currants,2014,tonnes,,,,
Tourist consumption,Currants,2015,tonnes,,,,
Tourist consumption,Currants,2016,tonnes,,,,
Tourist consumption,Dates,2010,tonnes,0,,,
Tourist consumption,Dates,2011,tonnes,0,,,
Tourist consumption,Dates,2012,tonnes,0,,,
Tourist consumption,Dates,2013,tonnes,0,,,
Tourist consumption,Dates,2014,tonnes,,,,
Tourist consumption,Dates,2015,tonnes,,,,
Tourist consumption,Dates,2016,tonnes,,,,
Tourist consumption,Egg albumine,2010,tonnes,0,,,
Tourist consumption,Egg albumine,2011,tonnes,0,,,
Tourist consumption,Egg albumine,2012,tonnes,0,,,
Tourist consumption,Egg albumine,2013,tonnes,0,,,
Tourist consumption,Egg albumine,2014,tonnes,,,,
Tourist consumption,Egg albumine,2015,tonnes,,,,
Tourist consumption,Egg albumine,2016,tonnes,,,,
Tourist consumption,Eggplants (aubergines),2010,tonnes,0,,,
Tourist consumption,Eggplants (aubergines),2011,tonnes,0,,,
Tourist consumption,Eggplants (aubergines),2012,tonnes,0,,,
Tourist consumption,Eggplants (aubergines),2013,tonnes,0,,,
Tourist consumption,Eggplants (aubergines),2014,tonnes,,,,
Tourist consumption,Eggplants (aubergines),2015,tonnes,,,,
Tourist consumption,Eggplants (aubergines),2016,tonnes,,,,
Tourist consumption,"Eggs, dried",2010,tonnes,0,,,
Tourist consumption,"Eggs, dried",2011,tonnes,0,,,
Tourist consumption,"Eggs, dried",2012,tonnes,0,,,
Tourist consumption,"Eggs, dried",2013,tonnes,0,,,
Tourist consumption,"Eggs, dried",2014,tonnes,,,,
Tourist consumption,"Eggs, dried",2015,tonnes,,,,
Tourist consumption,"Eggs, dried",2016,tonnes,,,,
Feed,"Eggs, hen, in shell",2014,tonnes,,,,
Feed,"Eggs, hen, in shell",2015,tonnes,,,,
Feed,"Eggs, hen, in shell",2016,tonnes,,,,
Tourist consumption,"Eggs, hen, in shell",2010,tonnes,0,,,
Tourist consumption,"Eggs, hen, in shell",2011,tonnes,0,,,
Tourist consumption,"Eggs, hen, in shell",2012,tonnes,0,,,
Tourist consumption,"Eggs, hen, in shell",2013,tonnes,0,,,
Tourist consumption,"Eggs, hen, in shell",2014,tonnes,,,,
Tourist consumption,"Eggs, hen, in shell",2015,tonnes,,,,
Tourist consumption,"Eggs, hen, in shell",2016,tonnes,,,,
Tourist consumption,"Eggs, liquid",2010,tonnes,0,,,
Tourist consumption,"Eggs, liquid",2011,tonnes,0,,,
Tourist consumption,"Eggs, liquid",2012,tonnes,0,,,
Tourist consumption,"Eggs, liquid",2013,tonnes,0,,,
Tourist consumption,"Eggs, liquid",2014,tonnes,,,,
Tourist consumption,"Eggs, liquid",2015,tonnes,,,,
Tourist consumption,"Eggs, liquid",2016,tonnes,,,,
Feed,"Eggs, other bird, in shell",2014,tonnes,,,,
Feed,"Eggs, other bird, in shell",2015,tonnes,,,,
Feed,"Eggs, other bird, in shell",2016,tonnes,,,,
Tourist consumption,"Eggs, other bird, in shell",2010,tonnes,0,,,
Tourist consumption,"Eggs, other bird, in shell",2011,tonnes,0,,,
Tourist consumption,"Eggs, other bird, in shell",2012,tonnes,0,,,
Tourist consumption,"Eggs, other bird, in shell",2013,tonnes,0,,,
Tourist consumption,"Eggs, other bird, in shell",2014,tonnes,,,,
Tourist consumption,"Eggs, other bird, in shell",2015,tonnes,,,,
Tourist consumption,"Eggs, other bird, in shell",2016,tonnes,,,,
Tourist consumption,"Fat nes, prepared",2010,tonnes,0,,,
Tourist consumption,"Fat nes, prepared",2011,tonnes,0,,,
Tourist consumption,"Fat nes, prepared",2012,tonnes,0,,,
Tourist consumption,"Fat nes, prepared",2013,tonnes,0,,,
Tourist consumption,"Fat nes, prepared",2014,tonnes,,,,
Tourist consumption,"Fat nes, prepared",2015,tonnes,,,,
Tourist consumption,"Fat nes, prepared",2016,tonnes,,,,
Tourist consumption,"Fat, poultry, rendered",2010,tonnes,0,,,
Tourist consumption,"Fat, poultry, rendered",2011,tonnes,0,,,
Tourist consumption,"Fat, poultry, rendered",2012,tonnes,0,,,
Tourist consumption,"Fat, poultry, rendered",2013,tonnes,0,,,
Tourist consumption,"Fat, poultry, rendered",2014,tonnes,,,,
Tourist consumption,"Fat, poultry, rendered",2015,tonnes,,,,
Tourist consumption,"Fat, poultry, rendered",2016,tonnes,,,,
Feed,"Feed and meal, gluten",2010,tonnes,114801,,,
Feed,"Feed and meal, gluten",2011,tonnes,166391,,,
Feed,"Feed and meal, gluten",2012,tonnes,59993,,,
Feed,"Feed and meal, gluten",2013,tonnes,175377,,,
Feed,"Feed and meal, gluten",2014,tonnes,176680,,,
Feed,"Feed and meal, gluten",2015,tonnes,134171,,,
Feed,"Feed and meal, gluten",2016,tonnes,159358,,,
Feed,"Feed and meal, gluten",2017,tonnes,213629,,,
Feed,"Feed and meal, gluten",2018,tonnes,252195,,,
Feed,"Feed and meal, gluten",2019,tonnes,245518,,,
Tourist consumption,Figs,2010,tonnes,0,,,
Tourist consumption,Figs,2011,tonnes,0,,,
Tourist consumption,Figs,2012,tonnes,0,,,
Tourist consumption,Figs,2013,tonnes,0,,,
Tourist consumption,Figs,2014,tonnes,,,,
Tourist consumption,Figs,2015,tonnes,,,,
Tourist consumption,Figs,2016,tonnes,,,,
Tourist consumption,Figs dried,2010,tonnes,0,,,
Tourist consumption,Figs dried,2011,tonnes,0,,,
Tourist consumption,Figs dried,2012,tonnes,0,,,
Tourist consumption,Figs dried,2013,tonnes,0,,,
Tourist consumption,Figs dried,2014,tonnes,,,,
Tourist consumption,Figs dried,2015,tonnes,,,,
Tourist consumption,Figs dried,2016,tonnes,,,,
Tourist consumption,"Flour, barley and grits",2010,tonnes,0,,,
Tourist consumption,"Flour, barley and grits",2011,tonnes,0,,,
Tourist consumption,"Flour, barley and grits",2012,tonnes,0,,,
Tourist consumption,"Flour, barley and grits",2013,tonnes,0,,,
Tourist consumption,"Flour, barley and grits",2014,tonnes,,,,
Tourist consumption,"Flour, barley and grits",2015,tonnes,,,,
Tourist consumption,"Flour, barley and grits",2016,tonnes,,,,
Feed,"Flour, cassava",2010,tonnes,1480,,,
Feed,"Flour, cassava",2011,tonnes,1596,,,
Feed,"Flour, cassava",2012,tonnes,1169,,,
Feed,"Flour, cassava",2013,tonnes,1221,,,
Feed,"Flour, cassava",2014,tonnes,1331,,,
Feed,"Flour, cassava",2015,tonnes,1059,,,
Feed,"Flour, cassava",2016,tonnes,1094,,,
Feed,"Flour, cassava",2017,tonnes,1398,,,
Feed,"Flour, cassava",2018,tonnes,1112,,,
Feed,"Flour, cassava",2019,tonnes,1364,,,
Feed,"Flour, fruit",2010,tonnes,0,,,
Feed,"Flour, fruit",2011,tonnes,0,,,
Feed,"Flour, fruit",2012,tonnes,0,,,
Feed,"Flour, fruit",2013,tonnes,0,,,
Feed,"Flour, fruit",2014,tonnes,0,,,
Tourist consumption,"Flour, fruit",2010,tonnes,0,,,
Tourist consumption,"Flour, fruit",2011,tonnes,0,,,
Tourist consumption,"Flour, fruit",2012,tonnes,0,,,
Tourist consumption,"Flour, fruit",2013,tonnes,0,,,
Tourist consumption,"Flour, fruit",2014,tonnes,,,,
Tourist consumption,"Flour, fruit",2015,tonnes,,,,
Tourist consumption,"Flour, fruit",2016,tonnes,,,,
Tourist consumption,"Flour, maize",2010,tonnes,0,,,
Tourist consumption,"Flour, maize",2011,tonnes,0,,,
Tourist consumption,"Flour, maize",2012,tonnes,0,,,
Tourist consumption,"Flour, maize",2013,tonnes,0,,,
Tourist consumption,"Flour, maize",2014,tonnes,,,,
Tourist consumption,"Flour, maize",2015,tonnes,,,,
Tourist consumption,"Flour, maize",2016,tonnes,,,,
Feed,"Flour, mixed grain",2010,tonnes,0,,,
Feed,"Flour, mixed grain",2011,tonnes,0,,,
Feed,"Flour, mixed grain",2012,tonnes,0,,,
Feed,"Flour, mixed grain",2013,tonnes,0,,,
Feed,"Flour, mixed grain",2014,tonnes,0,,,
Tourist consumption,"Flour, mixed grain",2010,tonnes,0,,,
Tourist consumption,"Flour, mixed grain",2011,tonnes,0,,,
Tourist consumption,"Flour, mixed grain",2012,tonnes,0,,,
Tourist consumption,"Flour, mixed grain",2013,tonnes,0,,,
Tourist consumption,"Flour, mixed grain",2014,tonnes,,,,
Tourist consumption,"Flour, mixed grain",2015,tonnes,,,,
Tourist consumption,"Flour, mixed grain",2016,tonnes,,,,
Feed,"Flour, mustard",2010,tonnes,0,,,
Feed,"Flour, mustard",2011,tonnes,0,,,
Feed,"Flour, mustard",2012,tonnes,0,,,
Feed,"Flour, mustard",2013,tonnes,0,,,
Feed,"Flour, mustard",2014,tonnes,0,,,
Tourist consumption,"Flour, mustard",2010,tonnes,0,,,
Tourist consumption,"Flour, mustard",2011,tonnes,0,,,
Tourist consumption,"Flour, mustard",2012,tonnes,0,,,
Tourist consumption,"Flour, mustard",2013,tonnes,0,,,
Tourist consumption,"Flour, mustard",2014,tonnes,,,,
Tourist consumption,"Flour, mustard",2015,tonnes,,,,
Tourist consumption,"Flour, mustard",2016,tonnes,,,,
Feed,"Flour, oilseeds",2010,tonnes,25972,,,
Feed,"Flour, oilseeds",2011,tonnes,12603,,,
Feed,"Flour, oilseeds",2012,tonnes,8768,,,
Feed,"Flour, oilseeds",2013,tonnes,10491,,,
Feed,"Flour, oilseeds",2014,tonnes,,,,
Feed,"Flour, oilseeds",2015,tonnes,17115,,,
Feed,"Flour, oilseeds",2016,tonnes,11384,,,
Feed,"Flour, oilseeds",2017,tonnes,11798,,,
Feed,"Flour, oilseeds",2018,tonnes,13846,,,
Feed,"Flour, oilseeds",2019,tonnes,14820,,,
Tourist consumption,"Flour, potatoes",2010,tonnes,0,,,
Tourist consumption,"Flour, potatoes",2011,tonnes,0,,,
Tourist consumption,"Flour, potatoes",2012,tonnes,0,,,
Tourist consumption,"Flour, potatoes",2013,tonnes,0,,,
Tourist consumption,"Flour, potatoes",2014,tonnes,,,,
Tourist consumption,"Flour, potatoes",2015,tonnes,,,,
Tourist consumption,"Flour, potatoes",2016,tonnes,,,,
Feed,"Flour, pulses",2010,tonnes,3772,,,
Feed,"Flour, pulses",2011,tonnes,3158,,,
Feed,"Flour, pulses",2012,tonnes,2184,,,
Feed,"Flour, pulses",2013,tonnes,2346,,,
Feed,"Flour, pulses",2014,tonnes,5823,,,
Feed,"Flour, pulses",2015,tonnes,8214,,,
Feed,"Flour, pulses",2016,tonnes,7325,,,
Feed,"Flour, pulses",2017,tonnes,9439,,,
Feed,"Flour, pulses",2018,tonnes,11249,,,
Feed,"Flour, pulses",2019,tonnes,9262,,,
Tourist consumption,"Flour, rice",2010,tonnes,0,,,
Tourist consumption,"Flour, rice",2011,tonnes,0,,,
Tourist consumption,"Flour, rice",2012,tonnes,0,,,
Tourist consumption,"Flour, rice",2013,tonnes,0,,,
Tourist consumption,"Flour, rice",2014,tonnes,,,,
Tourist consumption,"Flour, rice",2015,tonnes,,,,
Tourist consumption,"Flour, rice",2016,tonnes,,,,
Feed,"Flour, roots and tubers nes",2010,tonnes,0,,,
Feed,"Flour, roots and tubers nes",2011,tonnes,7,,,
Feed,"Flour, roots and tubers nes",2012,tonnes,4,,,
Feed,"Flour, roots and tubers nes",2013,tonnes,4,,,
Feed,"Flour, roots and tubers nes",2015,tonnes,11,,,
Feed,"Flour, roots and tubers nes",2016,tonnes,121,,,
Feed,"Flour, roots and tubers nes",2017,tonnes,123,,,
Feed,"Flour, roots and tubers nes",2018,tonnes,51,,,
Feed,"Flour, roots and tubers nes",2019,tonnes,127,,,
Tourist consumption,"Flour, rye",2010,tonnes,0,,,
Tourist consumption,"Flour, rye",2011,tonnes,0,,,
Tourist consumption,"Flour, rye",2012,tonnes,0,,,
Tourist consumption,"Flour, rye",2013,tonnes,0,,,
Tourist consumption,"Flour, rye",2014,tonnes,,,,
Tourist consumption,"Flour, rye",2015,tonnes,,,,
Tourist consumption,"Flour, rye",2016,tonnes,,,,
Feed,Fonio,2010,tonnes,0,,,
Feed,Fonio,2011,tonnes,0,,,
Feed,Fonio,2012,tonnes,14,,,
Feed,Fonio,2013,tonnes,52,,,
Feed,Fonio,2014,tonnes,115,,,
Feed,Fonio,2015,tonnes,,,,
Feed,Fonio,2016,tonnes,8,,,
Feed,Fonio,2017,tonnes,5,,,
Feed,Fonio,2018,tonnes,6,,,
Feed,Fonio,2019,tonnes,6,,,
Tourist consumption,Food prep nes,2010,tonnes,0,,,
Tourist consumption,Food prep nes,2011,tonnes,0,,,
Tourist consumption,Food prep nes,2012,tonnes,0,,,
Tourist consumption,Food prep nes,2013,tonnes,0,,,
Tourist consumption,Food prep nes,2014,tonnes,,,,
Tourist consumption,Food prep nes,2015,tonnes,,,,
Tourist consumption,Food prep nes,2016,tonnes,,,,
Tourist consumption,"Food preparations, flour, malt extract",2010,tonnes,0,,,
Tourist consumption,"Food preparations, flour, malt extract",2011,tonnes,0,,,
Tourist consumption,"Food preparations, flour, malt extract",2012,tonnes,0,,,
Tourist consumption,"Food preparations, flour, malt extract",2013,tonnes,0,,,
Tourist consumption,"Food preparations, flour, malt extract",2014,tonnes,,,,
Tourist consumption,"Food preparations, flour, malt extract",2015,tonnes,,,,
Tourist consumption,"Food preparations, flour, malt extract",2016,tonnes,,,,
Tourist consumption,"Fructose and syrup, other",2010,tonnes,0,,,
Tourist consumption,"Fructose and syrup, other",2011,tonnes,0,,,
Tourist consumption,"Fructose and syrup, other",2012,tonnes,0,,,
Tourist consumption,"Fructose and syrup, other",2013,tonnes,0,,,
Tourist consumption,"Fructose and syrup, other",2014,tonnes,,,,
Tourist consumption,"Fructose and syrup, other",2015,tonnes,,,,
Tourist consumption,"Fructose and syrup, other",2016,tonnes,,,,
Tourist consumption,"Fruit, citrus nes",2010,tonnes,0,,,
Tourist consumption,"Fruit, citrus nes",2011,tonnes,0,,,
Tourist consumption,"Fruit, citrus nes",2012,tonnes,0,,,
Tourist consumption,"Fruit, citrus nes",2013,tonnes,0,,,
Tourist consumption,"Fruit, citrus nes",2014,tonnes,,,,
Tourist consumption,"Fruit, citrus nes",2015,tonnes,,,,
Tourist consumption,"Fruit, citrus nes",2016,tonnes,,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2010,tonnes,0,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2011,tonnes,0,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2012,tonnes,0,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2013,tonnes,0,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2014,tonnes,,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2015,tonnes,,,,
Tourist consumption,"Fruit, cooked, homogenized preparations",2016,tonnes,,,,
Tourist consumption,"Fruit, dried nes",2010,tonnes,0,,,
Tourist consumption,"Fruit, dried nes",2011,tonnes,0,,,
Tourist consumption,"Fruit, dried nes",2012,tonnes,0,,,
Tourist consumption,"Fruit, dried nes",2013,tonnes,0,,,
Tourist consumption,"Fruit, dried nes",2014,tonnes,,,,
Tourist consumption,"Fruit, dried nes",2015,tonnes,,,,
Tourist consumption,"Fruit, dried nes",2016,tonnes,,,,
Tourist consumption,"Fruit, prepared nes",2010,tonnes,0,,,
Tourist consumption,"Fruit, prepared nes",2011,tonnes,0,,,
Tourist consumption,"Fruit, prepared nes",2012,tonnes,0,,,
Tourist consumption,"Fruit, prepared nes",2013,tonnes,0,,,
Tourist consumption,"Fruit, prepared nes",2014,tonnes,,,,
Tourist consumption,"Fruit, prepared nes",2015,tonnes,,,,
Tourist consumption,"Fruit, prepared nes",2016,tonnes,,,,
Feed,"Fruit, stone nes",2014,tonnes,,,,
Feed,"Fruit, stone nes",2015,tonnes,,,,
Feed,"Fruit, stone nes",2016,tonnes,,,,
Tourist consumption,"Fruit, stone nes",2010,tonnes,0,,,
Tourist consumption,"Fruit, stone nes",2011,tonnes,0,,,
Tourist consumption,"Fruit, stone nes",2012,tonnes,0,,,
Tourist consumption,"Fruit, stone nes",2013,tonnes,0,,,
Tourist consumption,"Fruit, stone nes",2014,tonnes,,,,
Tourist consumption,"Fruit, stone nes",2015,tonnes,,,,
Tourist consumption,"Fruit, stone nes",2016,tonnes,,,,
Tourist consumption,"Fruit, tropical dried nes",2010,tonnes,0,,,
Tourist consumption,"Fruit, tropical dried nes",2011,tonnes,0,,,
Tourist consumption,"Fruit, tropical dried nes",2012,tonnes,0,,,
Tourist consumption,"Fruit, tropical dried nes",2013,tonnes,0,,,
Tourist consumption,"Fruit, tropical dried nes",2014,tonnes,,,,
Tourist consumption,"Fruit, tropical dried nes",2015,tonnes,,,,
Tourist consumption,"Fruit, tropical dried nes",2016,tonnes,,,,
Tourist consumption,"Fruit, tropical fresh nes",2010,tonnes,0,,,
Tourist consumption,"Fruit, tropical fresh nes",2011,tonnes,0,,,
Tourist consumption,"Fruit, tropical fresh nes",2012,tonnes,0,,,
Tourist consumption,"Fruit, tropical fresh nes",2013,tonnes,0,,,
Tourist consumption,"Fruit, tropical fresh nes",2014,tonnes,,,,
Tourist consumption,"Fruit, tropical fresh nes",2015,tonnes,,,,
Tourist consumption,"Fruit, tropical fresh nes",2016,tonnes,,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2010,tonnes,0,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2011,tonnes,0,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2012,tonnes,0,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2013,tonnes,0,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2014,tonnes,,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2015,tonnes,,,,
Tourist consumption,"Fruits, nuts, peel, sugar preserved",2016,tonnes,,,,
Tourist consumption,Garlic,2010,tonnes,0,,,
Tourist consumption,Garlic,2011,tonnes,0,,,
Tourist consumption,Garlic,2012,tonnes,0,,,
Tourist consumption,Garlic,2013,tonnes,0,,,
