Element,Item,Year,Production Unit,Production Value,Area Harvested Unit,Area Harvested Value,Year,Import Value Unit,Import Value,Import Quantity Unit,Import Quantity Value,Export Quantity Unit,Export Quantity Value,Export Value Unit ,Export value,Population,Temperature Unit,Temperature,Rainfall
Production,"Beans, green",2001,tonnes,18700,ha,1830,2001,1000 US$,57036,tonnes,28611,tonnes,5897,1000 US$,6050,59119673,°C,8.8,
Production,"Beans, green",2002,tonnes,19300,ha,1840,2002,1000 US$,51833,tonnes,25247,tonnes,4271,1000 US$,5259,59370479,°C,9.44,
Production,"Beans, green",2003,tonnes,20400,ha,1870,2003,1000 US$,67720,tonnes,28131,tonnes,2789,1000 US$,3112,59647577,°C,9.47,
Production,"Beans, green",2004,tonnes,23100,ha,2470,2004,1000 US$,97078,tonnes,32912,tonnes,15836,1000 US$,7498,59987905,°C,9.44,
Production,"Beans, green",2005,tonnes,20700,ha,2020,2005,1000 US$,111272,tonnes,34742,tonnes,28649,1000 US$,10662,60401206,°C,9.42,
Production,"Beans, green",2006,tonnes,18100,ha,1930,2006,1000 US$,119670,tonnes,36114,tonnes,9990,1000 US$,4625,60846820,°C,9.7,
Production,"Beans, green",2007,tonnes,16900,ha,1930,2007,1000 US$,129776,tonnes,35678,tonnes,16532,1000 US$,9099,61322463,°C,9.56,
Production,"Beans, green",2008,tonnes,15807,ha,1765,2008,1000 US$,129767,tonnes,34908,tonnes,14053,1000 US$,5826,61806995,°C,9.02,
Production,"Beans, green",2009,tonnes,15200,ha,1755,2009,1000 US$,110751,tonnes,34181,tonnes,1806,1000 US$,2464,62276270,°C,9.14,
Production,"Beans, green",2010,tonnes,15600,ha,1705,2010,1000 US$,111862,tonnes,34230,tonnes,2801,1000 US$,2551,62766365,°C,7.94,
Production,"Beans, green",2011,tonnes,15279,ha,1685,2011,1000 US$,129481,tonnes,35348,tonnes,610,1000 US$,2166,63258810,°C,9.61,
Production,"Beans, green",2012,tonnes,14200,ha,1650,2012,1000 US$,136967,tonnes,36416,tonnes,946,1000 US$,3078,63700215,°C,8.74,
Production,"Beans, green",2013,tonnes,14540,ha,1620,2013,1000 US$,127649,tonnes,33330,tonnes,688,1000 US$,2417,64128273,°C,8.74,
Production,"Beans, green",2014,tonnes,14587,ha,1605,2014,1000 US$,131285,tonnes,35679,tonnes,765,1000 US$,2084,64602298,°C,9.88,
Production,"Beans, green",2015,tonnes,13876,ha,1600,2015,1000 US$,124207,tonnes,35530,tonnes,601,1000 US$,2090,65116219,°C,9.18,
Production,"Beans, green",2016,tonnes,20160,ha,3365,2016,1000 US$,112865,tonnes,36305,tonnes,1802,1000 US$,5150,65611593,°C,9.29,
Production,"Beans, green",2017,tonnes,20085,ha,3344,2017,1000 US$,105847,tonnes,34550,tonnes,505,1000 US$,2027,66058859,°C,9.53,
Production,"Beans, green",2018,tonnes,19116,ha,3389,2018,1000 US$,120140,tonnes,36821,tonnes,868,1000 US$,2968,66460344,°C,9.45,
Production,"Beans, green",2019,tonnes,19236,ha,3452,2019,1000 US$,113611,tonnes,36843,tonnes,944,1000 US$,3505,66836327,°C,9.39,
Production,"Beans, green",2020,tonnes,20436,ha,3552,2020,1000 US$,132191,tonnes,43226,tonnes,888,1000 US$,3049,67215293,°C,9.62,
Production,Beer of barley,1970,tonnes,5516500,ha,121157.5124,1970,1000 US$,36768,tonnes,281911,tonnes,66908,1000 US$,12602,55663250,°C,8.31,
Production,Beer of barley,1971,tonnes,5685000,ha,121157.5124,1971,1000 US$,49376,tonnes,329196,tonnes,72934,1000 US$,14704,55896223,°C,8.73,
Production,Beer of barley,1972,tonnes,5773700,ha,121157.5124,1972,1000 US$,56360,tonnes,336483,tonnes,70512,1000 US$,15132,56086065,°C,8.1,
Production,Beer of barley,1973,tonnes,6058200,ha,121157.5124,1973,1000 US$,71395,tonnes,380084,tonnes,73771,1000 US$,16541,56194527,°C,8.43,
Production,Beer of barley,1974,tonnes,6314000,ha,121157.5124,1974,1000 US$,58157,tonnes,314436,tonnes,78392,1000 US$,17192,56229974,°C,8.38,
Production,Beer of barley,1975,tonnes,6471000,ha,121157.5124,1975,1000 US$,67299,tonnes,309451,tonnes,101320,1000 US$,25637,56225800,°C,8.77,
Production,Beer of barley,1976,tonnes,6561000,ha,121157.5124,1976,1000 US$,63347,tonnes,316116,tonnes,97788,1000 US$,24681,56211968,°C,8.74,
Production,Beer of barley,1977,tonnes,6530000,ha,121157.5124,1977,1000 US$,50664,tonnes,262628,tonnes,94359,1000 US$,29869,56193492,°C,8.27,
Production,Beer of barley,1978,tonnes,6642000,ha,121157.5124,1978,1000 US$,58420,tonnes,263726,tonnes,85886,1000 US$,33485,56196504,°C,8.23,
Production,Beer of barley,1979,tonnes,6741600,ha,121157.5124,1979,1000 US$,73368,tonnes,285230,tonnes,83730,1000 US$,38546,56246951,°C,7.59,
Production,Beer of barley,1980,tonnes,6483600,ha,121157.5124,1980,1000 US$,82433,tonnes,264350,tonnes,76764,1000 US$,44191,56314216,°C,8.26,
Production,Beer of barley,1981,tonnes,6171600,ha,121157.5124,1981,1000 US$,81814,tonnes,266358,tonnes,72222,1000 US$,43537,56333829,°C,8.1,
Production,Beer of barley,1982,tonnes,5978400,ha,121157.5124,1982,1000 US$,89739,tonnes,273158,tonnes,68549,1000 US$,40499,56313641,°C,8.66,
Production,Beer of barley,1983,tonnes,6071600,ha,121157.5124,1983,1000 US$,100305,tonnes,304986,tonnes,74919,1000 US$,42704,56332848,°C,8.83,
Production,Beer of barley,1984,tonnes,6066000,ha,121157.5124,1984,1000 US$,95446,tonnes,333899,tonnes,85700,1000 US$,47524,56422072,°C,8.57,
Production,Beer of barley,1985,tonnes,5988000,ha,121157.5124,1985,1000 US$,108130,tonnes,365859,tonnes,98445,1000 US$,55065,56550268,°C,7.78,
Production,Beer of barley,1986,tonnes,5992200,ha,121157.5124,1986,1000 US$,144199,tonnes,383133,tonnes,101126,1000 US$,67654,56681396,°C,7.67,
Production,Beer of barley,1987,tonnes,6101000,ha,121157.5124,1987,1000 US$,183198,tonnes,407334,tonnes,113964,1000 US$,87409,56802050,°C,7.99,
Production,Beer of barley,1988,tonnes,6188500,ha,121157.5124,1988,1000 US$,221465,tonnes,432198,tonnes,123130,1000 US$,94105,56928327,°C,8.73,
Production,Beer of barley,1989,tonnes,6213200,ha,121157.5124,1989,1000 US$,219800,tonnes,450177,tonnes,133304,1000 US$,100076,57076711,°C,9.23,
Production,Beer of barley,1990,tonnes,6178300,ha,121157.5124,1990,1000 US$,298330,tonnes,503039,tonnes,162345,1000 US$,144137,57247586,°C,9.38,
Production,Beer of barley,1991,tonnes,5955200,ha,121157.5124,1991,1000 US$,338410,tonnes,528356,tonnes,184170,1000 US$,169047,57424897,°C,8.54,
Production,Beer of barley,1992,tonnes,5761600,ha,121157.5124,1992,1000 US$,377340,tonnes,548244,tonnes,207885,1000 US$,203552,57580402,°C,8.69,
Production,Beer of barley,1993,tonnes,5674600,ha,121157.5124,1993,1000 US$,361908,tonnes,455714,tonnes,214047,1000 US$,189741,57718614,°C,8.33,
Production,Beer of barley,1994,tonnes,5833300,ha,121157.5124,1994,1000 US$,391010,tonnes,520181,tonnes,279469,1000 US$,225280,57865745,°C,8.89,
Production,Beer of barley,1995,tonnes,5680000,ha,121157.5124,1995,1000 US$,386552,tonnes,473376,tonnes,186229,1000 US$,157879,58019030,°C,9.17,
Production,Beer of barley,1996,tonnes,5807200,ha,121157.5124,1996,1000 US$,437680,tonnes,541961,tonnes,234553,1000 US$,236204,58166950,°C,8.18,
Production,Beer of barley,1997,tonnes,5913900,ha,121157.5124,1997,1000 US$,465404,tonnes,526599,tonnes,277659,1000 US$,314914,58316954,°C,9.41,
Production,Beer of barley,1998,tonnes,5665200,ha,121157.5124,1998,1000 US$,511731,tonnes,582538,tonnes,364731,1000 US$,377072,58487141,°C,9.16,
Production,Beer of barley,1999,tonnes,5785400,ha,121157.5124,1999,1000 US$,505073,tonnes,560763,tonnes,354977,1000 US$,378726,58682466,°C,9.37,
Production,Beer of barley,2000,tonnes,5527900,ha,121157.5124,2000,1000 US$,429195,tonnes,443930,tonnes,345496,1000 US$,347260,58892514,°C,9.1,
Production,Beer of barley,2001,tonnes,5680200,ha,121157.5124,2001,1000 US$,329355,tonnes,488699,tonnes,304749,1000 US$,334955,59119673,°C,8.8,
Production,Beer of barley,2002,tonnes,5667200,ha,121157.5124,2002,1000 US$,476701,tonnes,640127,tonnes,383458,1000 US$,402628,59370479,°C,9.44,
Production,Beer of barley,2003,tonnes,5801400,ha,121157.5124,2003,1000 US$,489991,tonnes,636493,tonnes,276420,1000 US$,300776,59647577,°C,9.47,
Production,Beer of barley,2004,tonnes,5745900,ha,121157.5124,2004,1000 US$,559338,tonnes,712139,tonnes,375708,1000 US$,498626,59987905,°C,9.44,
Production,Beer of barley,2005,tonnes,5625500,ha,121157.5124,2005,1000 US$,641205,tonnes,751701,tonnes,340394,1000 US$,532892,60401206,°C,9.42,
Production,Beer of barley,2006,tonnes,5376300,ha,121157.5124,2006,1000 US$,664283,tonnes,795717,tonnes,458718,1000 US$,658537,60846820,°C,9.7,
Production,Beer of barley,2007,tonnes,5134100,ha,121157.5124,2007,1000 US$,721216,tonnes,830761,tonnes,430447,1000 US$,679150,61322463,°C,9.56,
Production,Beer of barley,2008,tonnes,4946900,ha,121157.5124,2008,1000 US$,779810,tonnes,879258,tonnes,460452,1000 US$,700567,61806995,°C,9.02,
Production,Beer of barley,2009,tonnes,4514100,ha,121157.5124,2009,1000 US$,659112,tonnes,773569,tonnes,474787,1000 US$,731574,62276270,°C,9.14,
Production,Beer of barley,2010,tonnes,4499700,ha,121157.5124,2010,1000 US$,661349,tonnes,805525,tonnes,458503,1000 US$,838925,62766365,°C,7.94,
Production,Beer of barley,2011,tonnes,4569400,ha,121157.5124,2011,1000 US$,750011,tonnes,839149,tonnes,451953,1000 US$,909420,63258810,°C,9.61,
Production,Beer of barley,2012,tonnes,4296200,ha,121157.5124,2012,1000 US$,686903,tonnes,883430,tonnes,585304,1000 US$,899568,63700215,°C,8.74,
Production,Beer of barley,2013,tonnes,4195600,ha,121157.5124,2013,1000 US$,676735,tonnes,912555,tonnes,670840,1000 US$,985015,64128273,°C,8.74,
Production,Beer of barley,2014,tonnes,4120400,ha,121157.5124,2014,1000 US$,661684,tonnes,868837,tonnes,543170,1000 US$,799247,64602298,°C,9.88,
Production,Beer of barley,2015,tonnes,4405400,ha,121157.5124,2015,1000 US$,583203,tonnes,903080,tonnes,564348,1000 US$,811407,65116219,°C,9.18,
Production,Beer of barley,2016,tonnes,4373400,ha,121157.5124,2016,1000 US$,652445,tonnes,1058522,tonnes,596773,1000 US$,786201,65611593,°C,9.29,
Production,Beer of barley,2017,tonnes,4048000,ha,121157.5124,2017,1000 US$,588483,tonnes,1005720,tonnes,559612,1000 US$,666137,66058859,°C,9.53,
Production,Beer of barley,2018,tonnes,4073000,ha,121157.5124,2018,1000 US$,700791,tonnes,1009246,tonnes,522326,1000 US$,639269,66460344,°C,9.45,
Production,Beer of barley,2019,tonnes,3924700,ha,121157.5124,2019,1000 US$,630425,tonnes,977822,tonnes,525449,1000 US$,618120,66836327,°C,9.39,
Production,Berries nes,1970,tonnes,2337,ha,500,1970,1000 US$,126243.0965,tonnes,124903.7265,tonnes,462100,1000 US$,528582,55663250,°C,8.31,
Production,Berries nes,1971,tonnes,2439,ha,500,1971,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,55896223,°C,8.73,
Production,Berries nes,1972,tonnes,3500,ha,500,1972,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56086065,°C,8.1,
Production,Berries nes,1973,tonnes,2000,ha,500,1973,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56194527,°C,8.43,
Production,Berries nes,1974,tonnes,2000,ha,500,1974,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56229974,°C,8.38,
Production,Berries nes,1975,tonnes,3500,ha,500,1975,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56225800,°C,8.77,
Production,Berries nes,1976,tonnes,3000,ha,500,1976,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56211968,°C,8.74,
Production,Berries nes,1977,tonnes,4000,ha,500,1977,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56193492,°C,8.27,
Production,Berries nes,1978,tonnes,5000,ha,750,1978,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56196504,°C,8.23,
Production,Berries nes,1979,tonnes,4700,ha,700,1979,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56246951,°C,7.59,
Production,Berries nes,1980,tonnes,6300,ha,750,1980,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56314216,°C,8.26,
Production,Berries nes,1981,tonnes,5500,ha,700,1981,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56333829,°C,8.1,
Production,Berries nes,1982,tonnes,2600,ha,500,1982,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56313641,°C,8.66,
Production,Berries nes,1983,tonnes,4600,ha,700,1983,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56332848,°C,8.83,
Production,Berries nes,1984,tonnes,5400,ha,700,1984,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56422072,°C,8.57,
Production,Berries nes,1985,tonnes,5390,ha,670,1985,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56550268,°C,7.78,
Production,Berries nes,1986,tonnes,3417,ha,510,1986,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56681396,°C,7.67,
Production,Berries nes,1987,tonnes,3546,ha,510,1987,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56802050,°C,7.99,
Production,Berries nes,1988,tonnes,3431,ha,510,1988,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,56928327,°C,8.73,
Production,Berries nes,1989,tonnes,2793,ha,509,1989,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57076711,°C,9.23,
Production,Berries nes,1990,tonnes,3188,ha,510,1990,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57247586,°C,9.38,
Production,Berries nes,1991,tonnes,3449,ha,478,1991,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57424897,°C,8.54,
Production,Berries nes,1992,tonnes,2834,ha,468,1992,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57580402,°C,8.69,
Production,Berries nes,1993,tonnes,2688,ha,482,1993,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57718614,°C,8.33,
Production,Berries nes,1994,tonnes,2100,ha,425,1994,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,57865745,°C,8.89,
Production,Berries nes,1995,tonnes,1900,ha,400,1995,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58019030,°C,9.17,
Production,Berries nes,1996,tonnes,2800,ha,400,1996,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58166950,°C,8.18,
Production,Berries nes,1997,tonnes,2300,ha,400,1997,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58316954,°C,9.41,
Production,Berries nes,1998,tonnes,4100,ha,500,1998,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58487141,°C,9.16,
Production,Berries nes,1999,tonnes,4100,ha,540,1999,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58682466,°C,9.37,
Production,Berries nes,2000,tonnes,4700,ha,700,2000,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,58892514,°C,9.1,
Production,Berries nes,2001,tonnes,3500,ha,500,2001,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59119673,°C,8.8,
Production,Berries nes,2002,tonnes,3900,ha,800,2002,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59370479,°C,9.44,
Production,Berries nes,2003,tonnes,3700,ha,550,2003,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59647577,°C,9.47,
Production,Berries nes,2004,tonnes,3700,ha,550,2004,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,59987905,°C,9.44,
Production,Berries nes,2005,tonnes,3490,ha,551,2005,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,60401206,°C,9.42,
Production,Berries nes,2006,tonnes,4140,ha,500,2006,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,60846820,°C,9.7,
Production,Berries nes,2007,tonnes,5400,ha,600,2007,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,61322463,°C,9.56,
Production,Berries nes,2008,tonnes,5300,ha,620,2008,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,61806995,°C,9.02,
Production,Berries nes,2009,tonnes,6100,ha,670,2009,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,62276270,°C,9.14,
Production,Berries nes,2010,tonnes,5950,ha,645,2010,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,62766365,°C,7.94,
Production,Berries nes,2011,tonnes,7650,ha,916,2011,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,63258810,°C,9.61,
Production,Berries nes,2012,tonnes,7525,ha,888,2012,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,63700215,°C,8.74,
Production,Berries nes,2013,tonnes,7984,ha,905,2013,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,64128273,°C,8.74,
Production,Berries nes,2014,tonnes,7876,ha,871,2014,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,64602298,°C,9.88,
Production,Berries nes,2015,tonnes,9352,ha,919,2015,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,65116219,°C,9.18,
Production,Berries nes,2016,tonnes,8320,ha,1018,2016,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,65611593,°C,9.29,
Production,Berries nes,2017,tonnes,10703,ha,1944,2017,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66058859,°C,9.53,
Production,Berries nes,2018,tonnes,10397,ha,1807,2018,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66460344,°C,9.45,
Production,Berries nes,2019,tonnes,10613,ha,2239,2019,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,66836327,°C,9.39,
Production,Berries nes,2020,tonnes,12350,ha,1585,2020,1000 US$,126243.0965,tonnes,124903.7265,tonnes,59022.93736,1000 US$,43783.26742,67215293,°C,9.62,
Production,"Broad beans, horse beans, dry",1970,tonnes,931716.2923,ha,121157.5124,1970,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,46044.75774,55663250,°C,8.31,
Production,"Broad beans, horse beans, dry",1971,tonnes,931716.2923,ha,121157.5124,1971,1000 US$,130696.0138,tonnes,128543.908,tonnes,62965.22937,1000 US$,46044.75774,55896223,°C,8.73,
Production,"Broad beans, horse beans, dry",1972,tonnes,81000,ha,23000,1972,1000 US$,130696.0138,tonnes,128543.908,tonnes,80439,1000 US$,7059,56086065,°C,8.1,
Production,"Broad beans, horse beans, dry",1973,tonnes,81000,ha,23000,1973,1000 US$,130696.0138,tonnes,128543.908,tonnes,80072,1000 US$,11640,56194527,°C,8.43,
Production,"Broad beans, horse beans, dry",1974,tonnes,54000,ha,16000,1974,1000 US$,130696.0138,tonnes,128543.908,tonnes,53668,1000 US$,7852,56229974,°C,8.38,
Production,"Broad beans, horse beans, dry",1975,tonnes,116000,ha,33000,1975,1000 US$,267,tonnes,426,tonnes,115673,1000 US$,18856,56225800,°C,8.77,
Production,"Broad beans, horse beans, dry",1976,tonnes,26000,ha,8000,1976,1000 US$,453,tonnes,716,tonnes,26233,1000 US$,5718,56211968,°C,8.74,
Production,"Broad beans, horse beans, dry",1977,tonnes,33000,ha,10000,1977,1000 US$,438,tonnes,602,tonnes,33125,1000 US$,7857,56193492,°C,8.27,
Production,"Broad beans, horse beans, dry",1978,tonnes,59000,ha,17000,1978,1000 US$,563,tonnes,745,tonnes,58845,1000 US$,14083,56196504,°C,8.23,
Production,"Broad beans, horse beans, dry",1979,tonnes,99000,ha,28000,1979,1000 US$,819,tonnes,916,tonnes,99837,1000 US$,29727,56246951,°C,7.59,
Production,"Broad beans, horse beans, dry",1980,tonnes,69000,ha,20000,1980,1000 US$,633,tonnes,747,tonnes,69585,1000 US$,23569,56314216,°C,8.26,
Production,"Broad beans, horse beans, dry",1981,tonnes,81000,ha,23000,1981,1000 US$,284,tonnes,326,tonnes,80819,1000 US$,25046,56333829,°C,8.1,
Production,"Broad beans, horse beans, dry",1982,tonnes,23000,ha,7000,1982,1000 US$,606,tonnes,834,tonnes,23449,1000 US$,7529,56313641,°C,8.66,
Production,"Broad beans, horse beans, dry",1983,tonnes,23000,ha,7000,1983,1000 US$,130696.0138,tonnes,128543.908,tonnes,22614,1000 US$,6987,56332848,°C,8.83,
Production,"Broad beans, horse beans, dry",1984,tonnes,20000,ha,10000,1984,1000 US$,383,tonnes,481,tonnes,20188,1000 US$,5778,56422072,°C,8.57,
Production,"Broad beans, horse beans, dry",1985,tonnes,55000,ha,16000,1985,1000 US$,284,tonnes,380,tonnes,54921,1000 US$,13708,56550268,°C,7.78,
Production,"Broad beans, horse beans, dry",1986,tonnes,102000,ha,27000,1986,1000 US$,357,tonnes,397,tonnes,102377,1000 US$,33006,56681396,°C,7.67,
Production,"Broad beans, horse beans, dry",1987,tonnes,132000,ha,41000,1987,1000 US$,286,tonnes,255,tonnes,131861,1000 US$,44014,56802050,°C,7.99,
Production,"Broad beans, horse beans, dry",1988,tonnes,74000,ha,19000,1988,1000 US$,781,tonnes,781,tonnes,73900,1000 US$,23123,56928327,°C,8.73,
Production,"Broad beans, horse beans, dry",1989,tonnes,192000,ha,55000,1989,1000 US$,701,tonnes,686,tonnes,191836,1000 US$,52986,57076711,°C,9.23,
Production,"Broad beans, horse beans, dry",1990,tonnes,81000,ha,23000,1990,1000 US$,1114,tonnes,1036,tonnes,81254,1000 US$,26984,57247586,°C,9.38,
Production,"Broad beans, horse beans, dry",1991,tonnes,107000,ha,31000,1991,1000 US$,938,tonnes,793,tonnes,107326,1000 US$,36216,57424897,°C,8.54,
Production,"Broad beans, horse beans, dry",1992,tonnes,143000,ha,42000,1992,1000 US$,1423,tonnes,1496,tonnes,144010,1000 US$,47535,57580402,°C,8.69,
